Date,In1,In2,In3,In4,In5,In6,In7,In8,In9,In10,In11,Out
2023-02-10,3329.4,2408.98,47933.83,12111.97,3023.94,79.72,82.53,1862.8,21,97,4,116
2023-02-11,3331.91,2408.57,47893.04,12076.9,3010.79,79.06,82.12,1854.15,23,89,3,110
2023-02-12,3334.11,2408.76,47862.53,12044.47,2997.52,79.37,82.13,1851.11,25.76,90.65,5.35,113
2023-02-13,3335.97,2409.57,47842.3,12014.67,2984.13,80.14,82.51,1851.9,12,84,1,100
2023-02-14,3337.51,2410.98,47832.36,11987.52,2970.61,79.06,82.6,1854,19,111,1,92
2023-02-15,3338.72,2413.01,47832.7,11963,2956.97,78.59,82.87,1834.2,29,78,10,86
2023-02-16,3339.6,2415.65,47843.32,11941.12,2943.21,78.49,82.74,1842,14,89,4,85
2023-02-17,3340.16,2418.9,47864.23,11921.89,2929.32,76.34,82.7,1840.4,31,78,10,78
2023-02-18,3340.39,2422.76,47895.43,11905.29,2915.31,76.73,82.21,1837.35,30,64,3,78
2023-02-19,3340.3,2427.23,47936.9,11891.33,2901.18,75.98,82.22,1836.52,25.61,95.72,3.39,75
2023-02-20,3339.87,2432.32,47988.66,11880.01,2886.92,75.37,82.76,1836.07,15,72,2,76
2023-02-21,3339.12,2438.01,48050.71,11871.33,2872.54,76.16,82.7,1833,14,126,3,70
2023-02-22,3338.05,2444.32,48123.03,11865.29,2858.04,73.95,82.86,1832,33,75,4,74
2023-02-23,3336.65,2451.23,48205.65,11861.89,2843.41,75.39,82.84,1818,41,76,1,74
2023-02-24,3334.92,2458.76,48298.54,11861.13,2828.66,76.32,82.62,1808.8,35,57,1,71
2023-02-25,3332.86,2466.9,48401.72,11863,2813.79,75.82,82.3,1803.8,54,65,2,73
2023-02-26,3330.48,2475.65,48515.18,11867.52,2798.79,76.31,82.31,1807.63,24.94,85,3.28,71
2023-02-27,3327.77,2485.01,48638.93,11874.68,2783.67,75.68,82.92,1817,44,68,3,69
2023-02-28,3324.73,2494.98,48772.96,11884.47,2768.43,77.05,82.65,1828.9,102,79,3,67
2023-03-01,3321.37,2505.27,48914.98,11896.01,2753.28,77.69,82.64,1837.7,4,101,2,69
2023-03-02,3317.68,2514.7,49055.8,11905.71,2739.07,78.16,82.42,1833.5,12,85,8,77
2023-03-03,3313.66,2522.98,49193.14,11912.68,2726.02,79.68,82.36,1847.7,17,100,1,74
2023-03-04,3309.32,2530.1,49327,11916.92,2714.12,78.84,82.38,1862.66,26,88,6,77
2023-03-05,3304.65,2536.07,49457.36,11918.43,2703.39,78.9,82.39,1865.49,29.56,83.11,3.61,75
2023-03-06,3299.65,2540.89,49584.24,11917.2,2693.81,80.46,81.71,1847.9,24,78,1,75
2023-03-07,3294.32,2544.56,49707.64,11913.24,2685.39,77.58,81.85,1813.9,19,55,3,77
2023-03-08,3288.67,2547.08,49827.54,11906.55,2678.12,76.66,82.07,1812.7,16,64,0,67
2023-03-09,3282.7,2548.44,49943.96,11897.13,2672.02,75.72,81.96,1829.3,25,42,1,64
2023-03-10,3276.39,2548.65,50056.9,11884.98,2667.07,76.68,82.02,1862,23,67,1,55
2023-03-11,3269.76,2547.71,50166.34,11870.09,2663.28,74.78,82.46,1889.43,29,78,3,55
2023-03-12,3262.8,2545.61,50272.3,11852.47,2660.65,73.41,82.48,1908.51,29.61,76.44,2.5,54
2023-03-13,3255.52,2542.37,50374.78,11832.12,2659.17,74.8,81.96,1911.7,12,72,2,54
2023-03-14,3247.91,2537.97,50473.76,11809.04,2658.86,71.33,82.42,1906.2,36,108,5,56
2023-03-15,3239.97,2532.42,50569.26,11783.22,2659.7,67.61,82.3,1926.6,21,96,3,55
2023-03-16,3231.71,2525.71,50661.28,11754.67,2661.69,68.35,82.72,1919,38,70,7,61
2023-03-17,3223.11,2517.85,50749.8,11723.39,2664.85,66.74,82.62,1969.8,29,66,4,64
2023-03-18,3214.2,2508.85,50834.84,11689.38,2669.16,67.94,82.54,2006.22,34,110,3,65
2023-03-19,3204.95,2498.68,50916.39,11652.64,2674.63,67.87,82.55,2008.32,28.39,79.28,3.11,65
2023-03-20,3195.38,2487.37,50994.46,11613.16,2681.26,67.64,82.53,1979.2,23,68,3,65
2023-03-21,3185.48,2474.9,51069.04,11570.95,2689.05,69.33,82.53,1938,43,103,7,69
2023-03-22,3175.26,2461.28,51140.13,11526.01,2697.99,70.9,82.68,1946.8,25.12,79.41,3.41,71
2023-03-23,3164.7,2446.51,51207.74,11478.34,2708.09,69.96,82.53,1993.8,32,56,6,69
2023-03-24,3153.83,2430.59,51271.86,11427.93,2719.35,69.26,82.27,1982.1,38,85,1,69
2023-03-25,3142.62,2413.51,51332.49,11374.8,2731.77,70.85,82.62,1958.28,56,103,2,65
2023-03-26,3131.09,2395.28,51389.63,11318.93,2745.34,71.69,82.63,1945.64,29.29,77.71,3.06,64
2023-03-27,3119.23,2375.9,51443.29,11260.33,2760.08,72.81,82.34,1952.4,51,104,5,68
2023-03-28,3107.04,2355.37,51493.46,11198.99,2775.97,73.2,82.21,1972.4,59,83,3,68
2023-03-29,3094.53,2333.68,51540.15,11134.93,2793.01,72.97,82.16,1966.1,76,71,3,71
2023-03-30,3081.69,2310.84,51583.35,11068.13,2811.22,74.37,82.26,1980.3,88,104,5,75
2023-03-31,3068.53,2286.85,51623.06,10998.6,2830.58,75.67,82.1,1969,97,144,6,80
2023-04-01,3055.13,2262.12,51660.34,10927.53,2850.63,77.16,82.69,1956.93,45.81,90.19,4.06,81
2023-04-02,3041.88,2238.27,51699.42,10859.65,2869.46,78.02,82.7,1959.22,45.81,90.19,4.06,83
2023-04-03,3028.88,2215.72,51741.36,10796.17,2886.59,80.42,82.18,1983.9,48.07,91.4,4.2,85
2023-04-04,3016.12,2194.47,51786.15,10737.08,2902.04,80.71,82.14,2022.2,1,64,5,85
2023-04-05,3003.6,2174.52,51833.79,10682.37,2915.8,80.61,82.11,2020.9,3,75,0,82
2023-04-06,2991.33,2155.87,51884.29,10632.06,2927.86,80.7,81.95,2011.9,2,81,4,79
2023-04-07,2979.3,2138.52,51937.65,10586.13,2938.24,81.24,81.83,1999.72,7,81,1,76
2023-04-08,2967.52,2122.46,51993.86,10544.6,2946.92,81.62,82.76,1988.2,8,56,5,78
2023-04-09,2955.98,2107.7,52052.93,10507.45,2953.91,81.9,82.77,1982.86,38.93,85.2,3.73,79
2023-04-10,2944.69,2094.24,52114.85,10474.69,2959.21,79.74,81.88,1989.1,11,63,1,77
2023-04-11,2933.64,2082.08,52179.62,10446.32,2962.82,81.53,81.98,2004.8,7,55,6,76
2023-04-12,2922.83,2071.21,52247.26,10422.34,2964.74,83.26,82.07,2010.9,10,61,3,75
2023-04-13,2912.27,2061.65,52317.74,10402.75,2964.97,82.16,81.96,2041.3,7,47,5,74
2023-04-14,2901.96,2053.38,52391.08,10387.55,2963.51,82.52,81.68,2002.2,19,58,0,73
2023-04-15,2891.89,2046.41,52467.28,10376.74,2960.35,81.42,82.83,1975.81,15,70,2,73
2023-04-16,2882.06,2040.73,52546.33,10370.32,2955.51,81,82.84,1977.37,28.81,76.06,3.38,73
2023-04-17,2872.47,2036.36,52628.24,10368.29,2948.97,80.83,81.84,1994.2,13,55,4,72
2023-04-18,2863.14,2033.29,52713,10370.64,2940.75,80.86,82,2007.4,8,74,3,72
2023-04-19,2854.04,2031.51,52800.62,10377.39,2930.83,79.16,82.11,1995.2,18,57,8,77
2023-04-20,2845.19,2031.03,52891.09,10388.53,2919.22,77.29,82.34,2007.6,3,85,3,75
2023-04-21,2836.58,2031.85,52984.42,10404.05,2905.92,77.87,82.14,1979.5,15,46,0,69
2023-04-22,2828.22,2033.96,53080.61,10423.97,2890.93,77.76,82.89,1968.35,17,33,0,65
2023-04-23,2820.1,2037.38,53179.64,10448.27,2874.25,77.26,82.9,1978.49,9.65,62.41,2.94,64
2023-04-24,2812.23,2042.09,53281.54,10476.96,2855.87,78.76,82.05,1989.1,11,73,6,66
2023-04-25,2804.6,2048.1,53386.29,10510.05,2835.81,77.07,81.85,1994,19,89,1,62
2023-04-26,2797.22,2055.41,53493.89,10547.52,2814.05,74.3,81.99,1985.7,16,93,4,66
2023-04-27,2790.08,2064.02,53604.35,10589.38,2790.61,74.76,81.77,1989.9,18,102,5,67
2023-04-28,2783.18,2073.92,53717.66,10635.63,2765.47,76.78,81.77,1990.1,35,88,1,67
2023-04-29,2776.53,2085.13,53833.83,10686.27,2738.64,75.43,82.95,1980.37,51,132,3,65
2023-04-30,2770.12,2097.63,53952.85,10741.3,2710.12,75,82.96,1973,16.28,71.17,3.06,64
2023-05-01,2763.96,2111.2,54073.37,10799.42,2680.56,75.66,81.74,1983.4,16.59,71.65,3.18,67
2023-05-02,2758.04,2124.96,54189.95,10855.44,2652.54,71.66,81.77,2014.3,6,92,4,65
2023-05-03,2752.37,2138.67,54301.23,10908.07,2626.72,68.6,81.78,2028.6,14,47,9,71
2023-05-04,2746.94,2152.34,54407.2,10957.3,2603.09,68.56,81.78,2048,14,65,3,69
2023-05-05,2741.75,2165.97,54507.88,11003.13,2581.65,71.34,81.72,2017.4,15,50,1,70
2023-05-06,2736.81,2179.55,54603.25,11045.57,2562.41,70.35,83,2001.76,24,72,8,76
2023-05-07,2732.11,2193.09,54693.32,11084.61,2545.36,71.59,83.01,2010.14,17.47,73.71,3.71,76
2023-05-08,2727.66,2206.58,54778.09,11120.26,2530.5,73.16,81.73,2026.3,10,45,6,78
2023-05-09,2723.45,2220.04,54857.56,11152.51,2517.84,73.71,81.79,2036.2,16,58,2,77
2023-05-10,2719.49,2233.45,54931.73,11181.36,2507.36,72.56,82.11,2030.5,17.75,73.12,3.5,72
2023-05-11,2715.77,2246.81,55000.6,11206.82,2499.09,70.87,81.92,2014.7,21,81,0,69
2023-05-12,2712.3,2260.14,55064.16,11228.88,2493,70.04,82.1,2014.5,18,78,6,75
2023-05-13,2709.06,2273.41,55122.42,11247.55,2489.11,70.48,83.05,2022.73,22,41,3,78
2023-05-14,2706.08,2286.65,55175.39,11262.81,2487.41,70.28,83.06,2029.32,19.38,75.38,3.88,79
2023-05-15,2703.34,2299.84,55223.05,11274.69,2487.91,71.11,82.2,2018,18,70,2,75
2023-05-16,2700.84,2312.99,55265.41,11283.17,2490.59,70.86,82.27,1988.4,16,72,2,76
2023-05-17,2698.58,2326.1,55302.47,11288.25,2495.48,72.83,82.3,1980.7,21,68,4,76
2023-05-18,2696.58,2339.16,55334.22,11289.93,2502.55,71.86,82.45,1956.5,18,82,4,75
2023-05-19,2694.81,2352.18,55360.68,11288.22,2511.82,71.55,82.73,1978.7,27,100,6,80
2023-05-20,2693.29,2365.16,55381.83,11283.11,2523.28,72.86,83.1,1989.77,22,75,3,80
2023-05-21,2692.01,2378.09,55397.69,11274.61,2536.93,73.23,83.11,1983.82,17.62,68.5,3.94,81
2023-05-22,2690.98,2390.98,55408.24,11262.71,2552.78,71.99,82.9,1974.8,22,76,1,79
2023-05-23,2690.19,2403.82,55413.49,11247.42,2570.82,72.91,82.82,1972.4,16,108,7,82
2023-05-24,2689.65,2416.63,55413.44,11228.73,2591.05,74.34,82.89,1962.8,32,62,4,77
2023-05-25,2689.35,2429.38,55408.09,11206.64,2613.48,71.83,82.71,1943.1,23,78,2,76
2023-05-26,2689.3,2442.1,55397.43,11181.15,2638.1,72.67,82.74,1944.1,22,90,3,78
2023-05-27,2689.49,2454.77,55381.48,11152.27,2664.91,71.2,83.14,1948.9,21,69,4,74
2023-05-28,2689.92,2467.4,55360.22,11120,2693.92,70.58,83.15,1950.07,1,10,0,70
2023-05-29,2690.6,2479.99,55333.66,11084.33,2725.12,70.06,82.57,1951.39,25,65,5,69
2023-05-30,2691.52,2492.53,55301.81,11045.26,2758.51,69.46,82.58,1958,18,57,1,68
2023-05-31,2692.69,2505.03,55264.65,11002.8,2794.1,68.09,82.68,1963.9,88,127,6,71
2023-06-01,2694.1,2517.42,55222.15,10958.36,2831.18,70.1,82.67,1978,6,100,6,77
2023-06-02,2695.76,2529.45,55174.17,10917.63,2866.93,71.74,82.28,1952.4,10,94,3,74
2023-06-03,2697.66,2541.05,55120.67,10882.03,2900.66,70.98,83.18,1939.64,17,52,9,80
2023-06-04,2699.8,2552.23,55061.65,10851.56,2932.36,71.7,83.19,1943.97,22.26,76.58,3.79,80
2023-06-05,2702.19,2562.98,54997.11,10826.22,2962.04,72.15,82.41,1958,17,81,8,86
2023-06-06,2704.82,2573.31,54927.06,10806.01,2989.69,71.74,82.51,1965.5,28,70,19,103
2023-06-07,2707.7,2583.21,54851.48,10790.93,3015.32,72.53,82.52,1942.7,17,80,0,99
2023-06-08,2710.82,2592.68,54770.39,10780.98,3038.93,71.29,82.62,1963.6,15,86,3,98
2023-06-09,2714.19,2601.73,54683.78,10776.17,3060.5,70.17,82.49,1962.2,32,62,3,95
2023-06-10,2717.8,2610.35,54591.64,10776.48,3080.06,68.79,83.22,1960.29,30,85,2,94
2023-06-11,2721.65,2618.55,54493.99,10781.92,3097.58,67.85,83.22,1960.41,23.16,76.42,4.53,94
2023-06-12,2725.75,2626.32,54390.82,10792.49,3113.09,67.12,82.44,1955.3,17,71,0,93
2023-06-13,2730.1,2633.66,54282.13,10808.2,3126.56,69.42,82.34,1944.6,21,58,3,89
2023-06-14,2734.68,2640.58,54167.93,10829.03,3138.01,68.27,82.29,1955.3,15,84,0,85
2023-06-15,2739.52,2647.07,54048.2,10854.99,3147.44,70.62,82.04,1957.8,22,74,5,88
2023-06-16,2744.59,2653.14,53922.95,10886.09,3154.84,71.78,81.91,1958.4,19,63,8,93
2023-06-17,2749.91,2658.78,53792.19,10922.31,3160.22,72.25,83.25,1951.44,24,97,1,90
2023-06-18,2755.48,2663.99,53655.9,10963.66,3163.57,72.26,83.25,1943.81,23.39,78.11,4.56,95
2023-06-19,2761.29,2668.78,53514.1,11010.15,3164.89,71.9,81.91,1937.63,19,80,27,117
2023-06-20,2767.34,2673.14,53366.78,11061.76,3164.19,70.5,81.98,1935.5,26,88,3,119
2023-06-21,2773.64,2677.08,53213.94,11118.51,3161.47,72.53,81.99,1933.3,16,87,12,125
2023-06-22,2780.18,2680.59,53055.58,11180.38,3156.72,69.51,81.94,1912.7,18,85,4,123
2023-06-23,2786.97,2683.67,52891.7,11247.39,3149.94,69.16,81.92,1919.1,27,78,4,124
2023-06-24,2794,2686.33,52722.3,11319.52,3141.14,69.2,83.28,1926.64,41,81,1,116
2023-06-25,2801.27,2688.56,52547.38,11396.79,3130.32,69.04,83.28,1927.5,22.44,78.33,5.72,118
2023-06-26,2808.79,2690.37,52366.95,11479.18,3117.47,69.37,81.98,1923.7,9,72,4,114
2023-06-27,2816.56,2691.75,52180.99,11566.71,3102.59,67.7,82.01,1914,28,85,3,98
2023-06-28,2824.57,2692.7,51989.52,11659.36,3085.69,69.56,82,1912.3,30,118,3,101
2023-06-29,2832.82,2693.23,51792.53,11757.15,3066.76,69.86,82.03,1909.2,34,111,9,107
2023-06-30,2841.31,2693.33,51590.02,11860.07,3045.81,70.64,82.08,1921.1,84,204,6,110
2023-07-01,2849.98,2693.14,51386.67,11966.31,3023.38,70.18,83.3,1924.07,4,108,5,113
2023-07-02,2858.53,2693.2,51201.26,12068.69,3001.64,70.56,83.31,1922.59,25.22,91.33,5.44,114
2023-07-03,2866.88,2693.63,51038.45,12165.41,2981.15,69.79,82.1,1921.7,7,76,2,116
2023-07-04,2875.03,2694.45,50898.26,12256.46,2961.9,71.39,81.95,1924.19,30,82,0,113
2023-07-05,2882.99,2695.65,50780.68,12341.84,2943.88,71.79,82.01,1919.6,20,77,4,117
2023-07-06,2890.76,2697.22,50685.72,12421.56,2927.11,71.8,82.39,1908.7,32,97,5,117
2023-07-07,2898.33,2699.18,50613.37,12495.61,2911.58,73.86,82.77,1926.2,20,79,0,109
2023-07-08,2905.7,2701.52,50563.63,12563.99,2897.29,73.15,83.32,1933.95,24,69,2,110
2023-07-09,2912.88,2704.24,50536.5,12626.71,2884.24,73.57,83.33,1928.84,26.06,93.17,5.22,110
2023-07-10,2919.86,2707.34,50531.99,12683.76,2872.43,72.99,82.62,1925,26,75,4,87
2023-07-11,2926.65,2710.82,50550.09,12735.15,2861.87,74.83,82.53,1931.3,12,68,3,87
2023-07-12,2933.24,2714.68,50590.81,12780.87,2852.54,75.75,82.4,1956.2,22,92,4,79
2023-07-13,2939.64,2718.92,50654.13,12820.92,2844.46,76.89,82,1959.2,21,78,2,77
2023-07-14,2945.84,2723.54,50740.07,12855.31,2837.61,75.42,82.03,1960.1,28,74,1,74
2023-07-15,2951.85,2728.54,50848.63,12884.04,2832.01,75.57,83.34,1951.96,32,75,0,73
2023-07-16,2957.66,2733.92,50979.8,12907.09,2827.65,75.82,83.34,1944.61,25.72,91.11,3.17,71
2023-07-17,2963.27,2739.68,51133.58,12924.48,2824.53,74.15,82.08,1952.4,13,92,1,68
2023-07-18,2968.69,2745.82,51309.97,12936.21,2822.65,75.75,82.06,1977.2,28,88,7,72
2023-07-19,2973.92,2752.34,51508.98,12942.27,2822.01,75.35,82.08,1977.5,22,66,3,72
2023-07-20,2978.95,2759.24,51730.6,12942.66,2822.61,75.63,82.06,1968.3,26,80,1,64
2023-07-21,2983.78,2766.52,51974.83,12937.38,2824.46,77.07,82.08,1964.3,30,93,1,59
2023-07-24,2999.48,2790.81,52873.68,12877.36,2839.06,78.74,81.99,1960.3,17,0,0,54
2023-07-25,3003.51,2799.48,53217.57,12847.3,2845.97,79.63,81.81,1962.1,20,0,6,54
2023-07-26,3007.31,2808.47,53580.77,12812.71,2853.84,78.78,81.95,1968.9,13,0,7,59
2023-07-27,3010.9,2817.75,53961.36,12774.07,2862.56,80.09,81.98,1945.4,38,0,5,64
2023-07-28,3014.28,2827.33,54357.39,12731.89,2872.04,80.58,82.37,1960.4,34,0,3,63
2023-07-31,3023.14,2857.72,55618.89,12589.09,2904.07,81.8,82.25,1970.5,89,0,3,61
2023-08-01,3025.67,2868.38,56057.42,12537.72,2915.62,81.37,82.23,1940.7,6,0,5,66
2023-08-02,3028,2879.27,56501.76,12485.29,2927.43,79.49,82.31,1937.4,14,0,11,75
2023-08-03,3030.13,2890.4,56949.96,12432.32,2939.43,81.55,82.73,1932,18,0,0,70
2023-08-04,3032.05,2901.75,57400.1,12379.28,2951.49,82.82,82.78,1939.6,15,0,6,72
2023-08-07,3036.64,2937.05,58742.87,12224.81,2987.18,81.94,82.7,1933.5,18,0,3,72
2023-08-08,3037.77,2949.2,59181.48,12176.52,2998.58,82.92,82.75,1924.1,22,0,2,70
2023-08-09,3038.72,2961.53,59612.37,12130.66,3009.56,84.4,82.85,1915.4,13,0,6,74
2023-08-10,3039.48,2974.02,60033.63,12087.74,3020.04,82.82,82.87,1914.4,25,0,10,83
2023-08-11,3040.04,2986.67,60443.31,12048.24,3029.91,83.19,82.8,1912.9,18,0,11,94
2023-08-14,3041.18,3028.74,61583.85,11953.56,3058.1,82.51,82.9,1910.6,12,21,5,96
2023-08-15,3040.46,3038.61,61928.92,11934.46,3061.35,80.99,83.23,1902.5,23.9,17.4,4.75,100
2023-08-16,3040.89,3054.22,62259.67,11922.06,3066.9,79.38,83.19,1896.1,10,8,0,93
2023-08-17,3039.59,3065.26,62580.98,11910.56,3070.89,80.39,83.24,1884.1,37,0,5,95
2023-08-18,3039.81,3080.06,62892.72,11904.87,3072.64,81.25,83.1,1886.1,28,56,3,97
2023-08-19,3038.98,3093.11,63193.2,11901.63,3074.36,80.61,83.39,1888.97,23,66,1,97
2023-08-20,3037.95,3106.24,63482.99,11901.97,3075.31,80.39,83.39,1892.37,23.84,7.95,4.84,102
2023-08-21,3036.73,3119.47,63762.08,11905.89,3075.5,80.72,83.17,1893.3,12,77,1,97
2023-08-22,3035.31,3132.78,64030.48,11913.38,3074.93,80.35,83.11,1896.4,31,87,2,92
2023-08-23,3033.7,3146.18,64288.19,11924.45,3073.59,78.89,83.07,1918.5,16,46,3,90
2023-08-24,3031.89,3159.67,64535.2,11939.1,3071.48,79.05,82.54,1918.2,27,63,3,90
2023-08-25,3029.88,3173.25,64771.51,11957.32,3068.61,79.83,82.64,1911.1,25,44,11,98
2023-08-26,3027.68,3186.92,64997.14,11979.11,3064.97,80.13,83.39,1906.13,24,43,8,101
2023-08-27,3025.29,3200.67,65212.06,12004.48,3060.57,80.35,83.39,1907.22,20.78,28.39,4.44,94
2023-08-28,3022.7,3214.51,65416.3,12033.43,3055.4,80.1,82.66,1917.9,23,58,1,95
2023-08-29,3019.91,3228.44,65609.84,12065.95,3049.47,81.16,82.69,1936.5,19,57,2,91
2023-08-30,3016.93,3242.46,65792.68,12102.05,3042.77,81.63,82.49,1944.3,58,58,4,92
2023-08-31,3013.76,3256.56,65964.84,12141.73,3035.31,83.63,82.7,1938.2,94,108,8,98
2023-09-01,3010.38,3270.73,66127.51,12184.07,3027.34,85.55,82.68,1939.8,4,97,5,97
2023-09-02,3006.82,3284.83,66285.57,12225.46,3019.88,83.77,83.39,1935.12,10,109,1,88
2023-09-03,3003.05,3298.83,66440.23,12264.99,3013.18,84.56,83.39,1932.2,26.65,58.71,3.71,81
2023-09-04,2999.1,3312.75,66591.5,12302.65,3007.26,85.36,82.7,1928.92,13,144,4,80
2023-09-05,2994.94,3326.57,66739.38,12338.46,3002.09,86.69,82.73,1926.2,19,71,5,80
2023-09-06,2990.6,3340.3,66883.85,12372.4,2997.7,87.54,83.09,1918.1,20,52,2,82
2023-09-07,2986.05,3353.94,67024.94,12404.48,2994.07,86.87,83.26,1917.5,14,59,2,79
2023-09-08,2981.31,3367.48,67162.62,12434.7,2991.21,87.51,83.24,1918.4,14,51,2,78
2023-09-09,2976.38,3380.93,67296.91,12463.05,2989.12,88.61,83.38,1922.33,20,50,6,83
2023-09-10,2971.25,3394.29,67427.8,12489.54,2987.79,89,83.38,1926.49,24.61,70.78,3.89,82
2023-09-11,2965.92,3407.56,67555.3,12514.18,2987.24,87.29,83.03,1923.3,12,67,6,87
2023-09-12,2960.4,3420.73,67679.4,12536.95,2987.44,88.84,82.94,1911.3,21,57,4,89
2023-09-13,2954.69,3433.81,67800.1,12557.85,2988.42,88.52,82.84,1909.1,28,57,6,92
2023-09-14,2948.77,3446.8,67917.41,12576.9,2990.16,90.16,82.94,1910,32,93,0,89
2023-09-15,2942.67,3459.69,68031.33,12594.08,2992.67,90.77,83.03,1923.7,22,85,2,80
2023-09-16,2936.36,3472.5,68141.84,12609.41,2995.94,89.94,83.38,1929.81,27,76,4,76
2023-09-17,2929.87,3485.21,68248.96,12622.87,2999.98,89.99,83.38,1933.02,25,74.94,3.56,75
2023-09-18,2923.17,3497.82,68352.69,12634.46,3004.79,91.48,83.09,1931.5,25.12,75.94,3.71,78
2023-09-19,2916.29,3510.35,68453.02,12644.2,3010.37,91.2,83.25,1932,30,61,7,83
2023-09-20,2909.2,3522.78,68549.95,12652.08,3016.71,90.28,83.19,1945.6,25,68,1,80
2023-09-21,2901.92,3535.12,68643.49,12658.09,3023.82,89.63,83.09,1919.2,18,78,2,74
2023-09-22,2894.45,3547.36,68733.63,12662.24,3031.69,90.03,82.89,1925.4,20,60,8,77
2023-09-23,2886.78,3559.52,68820.37,12664.53,3040.34,90.61,83.37,1932.15,41,53,1,77
2023-09-24,2878.91,3571.58,68903.72,12664.95,3049.75,90.83,83.37,1928.93,22.12,69.53,3.65,77
2023-09-25,2870.85,3583.54,68983.67,12663.52,3059.92,89.68,82.97,1916.6,30,92,10,83
2023-09-26,2862.6,3595.42,69060.23,12660.22,3070.87,90.39,83.03,1900.4,19,102,3,81
2023-09-27,2854.15,3607.2,69133.39,12655.06,3082.58,93.68,83.3,1871.6,34,97,5,84
2023-09-28,2845.5,3618.89,69203.16,12648.04,3095.05,91.71,83.22,1860.4,41,89,3,85
2023-09-29,2836.66,3630.49,69269.52,12639.16,3108.3,90.79,83.19,1848.1,57,170,4,87
2023-09-30,2827.62,3641.99,69332.5,12628.41,3122.31,91.1,83.36,1840.28,120,182,0,81
2023-10-01,2818.46,3653.14,69390.94,12616.02,3136.63,90.41,83.36,1835.41,33.94,87.47,3.88,81
2023-10-02,2809.46,3662.91,69440.29,12602.84,3149.46,88.82,83.03,1830,35.31,88.75,3.75,79
2023-10-03,2800.69,3671.02,69479.42,12589.09,3160.34,89.23,83.36,1824.6,1,90,11,86
2023-10-04,2792.15,3677.49,69508.33,12574.77,3169.27,84.22,83.23,1818.5,1,128,4,84
2023-10-05,2783.85,3682.31,69527.02,12559.87,3176.25,82.31,83.45,1816.6,19,71,2,86
2023-10-06,2775.78,3685.48,69535.48,12544.4,3181.28,82.79,83.22,1830.2,7,133,6,90
2023-10-07,2767.93,3687.01,69533.72,12528.36,3184.36,82.46,83.35,1838.75,6,75,1,87
2023-10-08,2760.33,3686.88,69521.74,12511.75,3185.49,83.69,83.35,1843.73,29.31,96.81,4.25,87
2023-10-09,2752.95,3685.11,69499.53,12494.56,3184.68,86.38,83.12,1849.5,15,70,5,89
2023-10-10,2745.81,3681.69,69467.11,12476.8,3181.91,85.97,83.27,1861,14,89,2,84
2023-10-11,2738.89,3676.62,69424.46,12458.47,3177.19,83.49,83.25,1872.8,23,64,6,89
2023-10-12,2732.21,3669.91,69371.59,12439.56,3170.53,82.91,83.22,1869.3,19,59,3,90
2023-10-13,2725.77,3661.54,69308.49,12420.09,3161.91,87.69,83.26,1927.4,38,76,0,82
2023-10-14,2719.55,3651.53,69235.17,12400.04,3151.34,85.11,83.34,1952.65,13,77,0,81
2023-10-15,2713.57,3639.87,69151.63,12379.42,3138.83,86.02,83.34,1940.78,26.88,97.88,3.82,81
2023-10-16,2707.82,3626.56,69057.87,12358.22,3124.37,86.66,83.28,1921.1,22,66,2,73
2023-10-17,2702.3,3611.61,68953.89,12336.46,3107.95,86.66,83.2,1922.7,31,59,8,78
2023-10-18,2697.01,3595,68839.68,12314.12,3089.59,88.32,83.26,1955.3,28,65,7,80
2023-10-19,2691.95,3576.75,68715.25,12291.21,3069.28,89.37,83.27,1968.4,32,69,3,80
2023-10-20,2687.13,3556.85,68580.6,12267.72,3047.01,88.75,83.12,1982.5,41,83,8,84
2023-10-21,2682.54,3535.31,68435.72,12243.66,3022.8,87.53,83.33,1986.74,25,64,3,87
2023-10-22,2678.18,3512.11,68280.62,12219.03,2996.64,86.79,83.33,1982.02,19.71,78.71,4.18,87
2023-10-23,2674.05,3487.27,68115.3,12193.83,2968.53,85.49,83.16,1976.3,19.71,78.71,4.18,87
2023-10-24,2670.16,3460.78,67939.76,12168.06,2938.47,83.74,83.03,1975,20.88,78,3.75,80
2023-10-25,2666.49,3432.64,67753.99,12141.71,2906.46,85.39,82.99,1984.1,13,99,4,80
2023-10-26,2663.06,3402.85,67558.01,12114.79,2872.5,83.21,83.17,1987.2,19,105,8,86
2023-10-27,2659.86,3371.41,67351.79,12087.3,2836.6,85.54,83.28,1988.6,18,96,3,83
2023-10-28,2656.9,3338.33,67135.36,12059.24,2798.74,83.1,83.32,1993.64,37,106,4,86
2023-10-29,2654.16,3303.6,66908.7,12030.6,2758.93,82.82,83.31,1998.27,24.25,77.94,4.12,86
2023-10-30,2651.66,3267.22,66671.83,12001.39,2717.17,82.31,83.41,1996.2,41,94,3,84
2023-10-31,2649.39,3229.2,66424.72,11971.61,2673.47,81.02,83.3,1985.2,94,219,4,86
2023-11-01,2647.35,3189.9,66167.03,11940.8,2628.17,80.44,83.28,1978.8,31.4,89.13,4,84
2023-11-02,2645.54,3150.82,65897.28,11907.12,2582.75,82.46,85.19,1985.6,3,96,6,87
2023-11-03,2643.97,3112.33,65615.1,11870.13,2537.55,80.51,83.25,1991.5,10,82,0,87
2023-11-04,2642.63,3074.45,65320.49,11829.81,2492.58,79.88,83.3,1993.32,2,36,0,87
