Date,In1,In2,In3,In4,In5,In6,In7,In8,In9,In10,In11,Out
2018-04-05,3157.73,3355.75,69368.38,11490.84,2548.26,63.54,65,1324.3,2,82,9,9
2018-04-06,3141.22,3339.41,69546.3,11491.92,2553.14,62.06,64.86,1331.9,7,80,4,13
2018-04-07,3125.25,3323.76,69713.92,11493.74,2557.67,63.86,65.16,1337.23,4.5,81,6.5,20
2018-04-08,3109.83,3308.78,69871.24,11496.31,2561.83,64.4,65.23,1337.02,4.5,81,6.5,26
2018-04-09,3094.94,3294.48,70018.26,11499.63,2565.64,63.42,64.9,1336.3,6,77,8,34
2018-04-10,3080.6,3280.86,70154.98,11503.69,2569.1,65.51,64.87,1342,7,48,8,42
2018-04-11,3066.79,3267.92,70281.4,11508.5,2572.2,66.82,64.93,1356.5,7,51,6,48
2018-04-12,3053.53,3255.66,70397.52,11514.05,2574.94,67.07,65.19,1338.4,11,61,1,49
2018-04-13,3040.81,3244.07,70503.34,11520.35,2577.33,67.39,65.28,1344.8,12,62,3,52
2018-04-14,3028.63,3233.16,70598.85,11527.39,2579.36,66.98,65.63,1349.98,5,41,1,53
2018-04-15,3016.99,3222.93,70684.07,11535.19,2581.03,67.21,65.69,1349.3,7.12,62.75,5,58
2018-04-16,3005.89,3213.38,70758.98,11543.72,2582.35,66.22,65.2,1347.5,8,50,4,62
2018-04-17,2995.33,3204.51,70823.6,11553.01,2583.31,66.52,65.43,1347.2,10,63,5,67
2018-04-18,2985.31,3196.31,70877.91,11563.03,2583.92,68.47,65.68,1351.2,10,68,1,68
2018-04-19,2975.84,3188.79,70921.93,11573.81,2584.17,68.29,66.01,1346.8,23,41,1,69
2018-04-20,2966.9,3181.95,70955.64,11585.33,2584.07,68.38,66.11,1336.7,11,69,1,70
2018-04-21,2958.51,3175.79,70979.05,11597.59,2583.6,67.92,66.07,1327.21,13,67,2,72
2018-04-22,2950.65,3170.3,70992.16,11610.61,2582.79,67.98,66.13,1320.04,9.43,61.43,3.86,76
2018-04-23,2943.34,3165.5,70994.97,11624.36,2581.61,68.64,66.2,1322.5,12,71,4,80
2018-04-24,2936.57,3161.37,70987.48,11638.87,2580.08,67.7,66.54,1331.4,17,43,6,86
2018-04-25,2930.34,3157.92,70969.69,11654.12,2578.2,68.05,66.41,1321.2,24,53,11,97
2018-04-26,2924.65,3155.14,70941.6,11670.11,2575.96,68.19,66.91,1316.3,19,51,3,91
2018-04-27,2919.5,3153.05,70903.2,11686.86,2573.36,68.1,66.9,1320.3,29,92,4,91
2018-04-28,2914.9,3151.63,70854.51,11704.34,2570.41,68.29,66.48,1319.93,22,74,12,96
2018-04-29,2910.83,3150.89,70795.52,11722.58,2567.1,68.36,66.54,1320.58,2,12,3,93
2018-04-30,2907.3,3150.83,70726.22,11741.55,2563.43,68.57,66.61,1316.2,29,87,5,90
2018-05-01,2904.29,3151.41,70649.35,11760.66,2559.55,67.25,66.45,1303.8,14.67,58.67,4.06,86
2018-05-02,2901.65,3152.5,70575.8,11777.4,2555.98,67.93,66.79,1302.6,6,61,10,90
2018-05-03,2899.36,3154.05,70508.28,11791.17,2552.86,68.43,67.08,1310.7,17,69,4,93
2018-05-04,2897.41,3156.07,70446.81,11801.95,2550.2,69.72,66.66,1312.7,16,63,3,93
2018-05-05,2895.81,3158.55,70391.38,11809.75,2548,69.11,66.88,1316.13,17,58,10,102
2018-05-06,2894.55,3161.5,70341.99,11814.57,2546.24,69.32,66.93,1314.94,15.83,60.67,4.94,102
2018-05-07,2893.65,3164.92,70298.64,11816.42,2544.94,70.73,66.81,1312.2,13,51,6,104
2018-05-08,2893.08,3168.81,70261.33,11815.28,2544.1,69.06,67.12,1312,15,80,13,112
2018-05-09,2892.87,3173.17,70230.07,11811.16,2543.71,71.14,67.16,1311.3,22,70,5,116
2018-05-10,2893,3177.99,70204.84,11804.06,2543.77,71.36,67.62,1320.8,10,75,4,119
2018-05-11,2893.47,3183.28,70185.66,11793.98,2544.28,70.7,67.39,1319,18,72,2,120
2018-05-12,2894.29,3189.03,70172.52,11780.92,2545.25,71.1,67.25,1324.01,16.94,63.65,6.18,124
2018-05-13,2895.46,3195.26,70165.41,11764.87,2546.67,71.4,67.3,1328.1,16.94,63.65,6.18,126
2018-05-14,2896.97,3201.95,70164.35,11745.85,2548.55,70.96,67.38,1316.5,22,63,3,125
2018-05-15,2898.83,3209.11,70169.33,11723.85,2550.88,71.31,67.68,1288.9,11,51,6,125
2018-05-16,2901.03,3216.73,70180.36,11698.87,2553.66,71.49,68.46,1290.2,19,60,1,115
2018-05-17,2903.58,3224.82,70197.42,11670.9,2556.9,71.49,68.06,1288.2,20,71,3,115
2018-05-18,2906.48,3233.38,70220.52,11639.96,2560.59,71.28,68.14,1290.2,18,54,4,115
2018-05-19,2909.72,3242.41,70249.67,11606.03,2564.73,71.84,67.6,1288.84,17,89,3,106
2018-05-20,2913.31,3251.9,70284.85,11569.13,2569.33,71.63,67.64,1289.34,16.88,67.12,5.12,108
2018-05-21,2917.25,3261.86,70326.08,11529.24,2574.38,72.24,67.97,1290.2,18,59,7,110
2018-05-22,2921.53,3272.29,70373.35,11486.38,2579.89,72.13,68.4,1291.7,18,62,0,106
2018-05-23,2926.15,3283.19,70426.66,11440.53,2585.84,71.84,68.43,1289.3,24,80,6,102
2018-05-24,2931.12,3294.55,70486.01,11391.7,2592.26,70.71,68.65,1303.7,26,69,3,101
2018-05-25,2936.44,3306.38,70551.4,11339.89,2599.12,67.88,68.26,1303.3,21,69,8,106
2018-05-26,2942.11,3318.68,70622.83,11285.1,2606.44,69.19,67.92,1300.02,22,65,6,102
2018-05-27,2948.12,3331.44,70700.31,11227.34,2614.22,68.69,67.97,1299.36,18.47,67.06,4.71,102
2018-05-28,2954.47,3344.67,70783.82,11166.59,2622.44,68.19,67.72,1299.86,21,79,14,110
2018-05-29,2961.17,3358.37,70873.38,11102.86,2631.12,66.73,67.4,1298.7,28,88,7,104
2018-05-30,2968.22,3372.54,70968.97,11036.14,2640.26,68.21,68.13,1301.5,18,80,7,106
2018-05-31,2975.61,3387.17,71070.61,10966.45,2649.84,67.04,67.43,1300.1,58,123,33,135
2018-06-01,2983.21,3402.05,71176.8,10895.18,2659.63,65.81,67.43,1294.8,6,84,6,139
2018-06-02,2990.45,3416.3,71281.55,10827.89,2668.59,66.04,68.23,1295.43,11,55,7,140
2018-06-03,2997.19,3429.69,71383.38,10766,2676.47,65.74,68.28,1294.45,21,72.28,6.89,141
2018-06-04,3003.43,3442.22,71482.28,10709.5,2683.27,64.75,66.93,1293.1,18,85,6,144
2018-06-05,3009.17,3453.89,71578.26,10658.39,2688.99,65.52,67.06,1297.5,15,49,11,149
2018-06-06,3014.41,3464.71,71671.31,10612.67,2693.63,64.73,67.09,1297.1,20,56,5,153
2018-06-07,3019.15,3474.67,71761.44,10572.34,2697.19,65.95,66.83,1298.7,18,81,1,151
2018-06-08,3023.39,3483.78,71848.64,10537.4,2699.67,65.74,67.41,1298.1,20,41,1,148
2018-06-09,3027.12,3492.03,71932.91,10507.85,2701.07,65.54,68.52,1299.67,20,76,0,145
2018-06-10,3030.36,3499.42,72014.26,10483.69,2701.39,65.74,68.56,1299.12,21.22,72.28,7.11,147
2018-06-11,3033.1,3505.96,72092.69,10464.92,2700.63,66.1,67.51,1298.9,21,52,1,141
2018-06-12,3035.34,3511.64,72168.18,10451.54,2698.79,66.36,67.49,1295.1,18,70,4,145
2018-06-13,3037.08,3516.46,72240.76,10443.55,2695.86,66.64,67.91,1296.9,21,72,9,148
2018-06-14,3038.31,3520.43,72310.4,10440.95,2691.86,66.89,67.78,1304,10,68,2,147
2018-06-15,3039.05,3523.54,72377.12,10443.74,2686.78,65.06,68.13,1274.6,19,62,7,146
2018-06-16,3039.29,3525.8,72440.92,10451.92,2680.62,66.19,68.79,1261.62,22,26,0,140
2018-06-17,3039.03,3527.2,72501.79,10465.49,2673.37,65.97,68.83,1267.57,20.22,69.28,6.72,142
2018-06-18,3038.27,3527.74,72559.73,10484.46,2665.05,65.85,68.05,1276.2,13,61,0,128
2018-06-19,3037,3527.43,72614.75,10508.81,2655.65,65.07,68.01,1275.6,31,66,2,123
2018-06-20,3035.24,3526.26,72666.85,10538.55,2645.16,66.22,68.05,1271.2,31,55,3,119
2018-06-21,3032.98,3524.23,72716.01,10573.68,2633.6,65.54,68.35,1267.2,26,65,2,88
2018-06-22,3030.21,3521.35,72762.26,10614.2,2620.95,68.58,67.83,1267.4,18,91,2,84
2018-06-23,3026.95,3517.61,72805.57,10660.12,2607.23,67.75,69.04,1268.35,22,57,2,79
2018-06-24,3023.19,3513.01,72845.96,10711.42,2592.42,68.82,69.07,1268.61,20.17,62.94,3.22,75
2018-06-25,3018.92,3507.56,72883.43,10768.11,2576.54,68.08,67.85,1265.6,19,59,3,72
2018-06-26,3014.16,3501.25,72917.97,10830.2,2559.57,70.53,68.34,1256.6,27,68,5,66
2018-06-27,3008.9,3494.09,72949.58,10897.67,2541.53,72.76,68.36,1252.8,23,61,1,62
2018-06-28,3003.13,3486.06,72978.27,10970.53,2522.4,73.45,69.24,1247.8,34,75,3,64
2018-06-29,2996.87,3477.19,73004.04,11048.79,2502.19,74.15,68.8,1251.3,27,61,2,65
2018-06-30,2990.1,3467.45,73026.87,11132.43,2480.91,73.81,69.27,1245.98,66,69,2,67
2018-07-01,2982.98,3457.12,73046.48,11219.96,2458.96,74.16,69.3,1239.15,24.89,63.22,2.78,63
2018-07-02,2976.09,3447.21,73061.64,11305.36,2438.06,73.94,68.43,1239.8,3,59,0,62
2018-07-03,2969.58,3437.98,73072.05,11387.11,2418.62,74.14,68.69,1251.6,18,85,3,61
2018-07-04,2963.44,3429.43,73077.7,11465.23,2400.65,74.44,68.83,1258.01,19,86,1,53
2018-07-05,2957.67,3421.57,73078.6,11539.71,2384.14,72.94,68.98,1257.3,15,53,1,52
2018-07-06,2952.28,3414.38,73074.75,11610.55,2369.09,73.8,69.07,1254.3,18,84,2,47
2018-07-07,2947.26,3407.88,73066.15,11677.75,2355.51,73.66,69.49,1254.83,21,60,0,47
2018-07-08,2942.61,3402.06,73052.79,11741.31,2343.4,73.2,69.52,1257.74,23.94,67.5,1.89,42
2018-07-09,2938.34,3396.91,73034.68,11801.24,2332.74,73.85,68.75,1258.1,22,42,1,43
2018-07-10,2934.45,3392.45,73011.82,11857.52,2323.55,74.11,68.66,1253.8,30,60,3,44
2018-07-11,2930.93,3388.67,72984.21,11910.17,2315.83,70.38,68.9,1242.8,20,62,4,45
2018-07-12,2927.78,3385.57,72951.84,11959.17,2309.57,70.33,68.72,1245,26,72,2,45
2018-07-13,2925.01,3383.15,72914.72,12004.54,2304.77,71.01,68.54,1239.6,29,101,1,44
2018-07-14,2922.61,3381.42,72872.85,12046.27,2301.44,69.86,69.69,1239.88,30,75,1,43
2018-07-15,2920.58,3380.36,72826.22,12084.36,2299.57,69.41,69.71,1242.38,24.83,68.44,1.94,42
2018-07-16,2918.93,3379.99,72774.85,12118.81,2299.17,68.06,68.49,1238.1,15,81,4,43
2018-07-17,2917.66,3380.29,72718.72,12149.62,2300.23,68.08,68.72,1225.7,12,62,2,40
2018-07-18,2916.75,3381.28,72657.83,12176.8,2302.76,68.76,68.36,1226.3,23,81,5,44
2018-07-19,2916.23,3382.95,72592.2,12200.33,2306.75,69.46,68.62,1222.4,32,70,5,46
2018-07-20,2916.07,3385.29,72521.81,12220.23,2312.2,70.46,68.94,1229.5,3,70,0,44
2018-07-21,2916.3,3388.32,72446.67,12236.49,2319.12,68.81,69.87,1231.61,19.76,70.76,2.06,44
2018-07-22,2916.89,3392.04,72366.78,12249.11,2327.5,68.97,69.89,1228.02,19.76,70.76,2.06,43
2018-07-23,2917.86,3396.43,72282.13,12258.08,2337.35,67.89,68.73,1224,20.81,71.5,2.19,45
2018-07-24,2919.2,3401.5,72192.73,12263.43,2348.66,68.52,69.2,1223.9,21,70.6,2.13,44
2018-07-25,2920.92,3407.25,72098.58,12265.13,2361.44,69.3,68.81,1231.4,1,91,2,45
2018-07-26,2923.02,3413.69,71999.68,12263.19,2375.68,69.61,68.84,1225.3,20.14,72.21,2.29,47
2018-07-27,2925.48,3420.81,71896.02,12257.61,2391.38,68.69,68.74,1222.6,20.31,71.31,2.31,47
2018-07-28,2928.32,3428.6,71787.61,12248.4,2408.55,69.43,70.03,1219.23,92,102,2,49
2018-07-29,2931.54,3437.08,71674.45,12235.55,2427.18,69.34,70.06,1221.05,1,23,0,47
2018-07-30,2935.13,3446.24,71556.54,12219.05,2447.28,70.13,68.61,1221.3,56,66,4,50
2018-07-31,2939.09,3456.08,71433.87,12198.92,2468.84,68.76,68.68,1223.7,88,126,1,48
2018-08-01,2943.41,3466.5,71310.26,12175.78,2491.51,67.66,68.5,1217.9,9,82,6,50
2018-08-02,2948.03,3477.07,71200.91,12152.16,2513.87,68.96,68.31,1210.6,11,96,5,53
2018-08-03,2952.93,3487.7,71109.62,12128.68,2535.58,68.49,68.62,1214.2,18,130,1,53
2018-08-04,2958.1,3498.39,71036.41,12105.35,2556.62,68.2,70.19,1212.94,25,72,1,53
2018-08-05,2963.56,3509.13,70981.26,12082.16,2577,67.96,70.21,1211.17,27.57,82.29,2.71,54
2018-08-06,2969.29,3519.92,70944.18,12059.11,2596.72,69.01,68.5,1208.6,25,120,4,54
2018-08-07,2975.31,3530.77,70925.17,12036.22,2615.78,69.17,68.81,1209.6,16,76,2,54
2018-08-08,2981.6,3541.67,70924.23,12013.47,2634.18,66.94,68.6,1212.6,23,61,4,53
2018-08-09,2988.17,3552.63,70941.35,11990.86,2651.92,66.81,68.46,1211.9,16,89,2,50
2018-08-10,2995.02,3563.65,70976.54,11968.4,2669,67.63,69.1,1211.1,28,57,5,55
2018-08-11,3002.15,3574.71,71029.8,11946.09,2685.42,66.77,70.32,1202.61,21,67,3,56
2018-08-12,3009.56,3585.84,71101.13,11923.92,2701.17,66.67,70.34,1194.04,28.67,83.87,2.8,56
2018-08-13,3017.25,3597.01,71190.53,11901.89,2716.27,67.2,69.08,1191.3,26,62,4,58
2018-08-14,3025.22,3608.25,71297.99,11880.01,2730.7,67.04,69.95,1193,22,59,0,56
2018-08-15,3033.47,3619.53,71423.52,11858.28,2744.48,65.01,69.95,1177.5,29.81,80.5,2.75,57
2018-08-16,3041.99,3630.88,71567.12,11836.69,2757.59,65.46,70.66,1176.2,31,58,3,58
2018-08-17,3050.8,3642.27,71728.79,11815.25,2770.04,65.91,70,1176.5,28,68,2,57
2018-08-18,3059.88,3653.72,71908.52,11793.96,2781.84,66.96,70.44,1177.73,19,90,0,55
2018-08-19,3069.25,3665.23,72106.33,11772.81,2792.97,67.13,70.46,1180.16,27.18,81.12,2.76,58
2018-08-20,3078.89,3676.79,72322.2,11751.8,2803.44,66.43,69.79,1186.8,8,92,2,56
2018-08-21,3088.81,3688.41,72556.14,11730.94,2813.25,67.35,69.74,1192.6,30,63,1,56
2018-08-22,3099.01,3700.08,72808.15,11710.23,2822.4,67.86,69.81,1196.3,20,52,0,50
2018-08-23,3109.5,3711.8,73078.22,11689.66,2830.89,67.83,69.79,1187,15,55,1,46
2018-08-24,3120.25,3723.58,73366.37,11669.24,2838.71,68.72,70.28,1206.3,26,66,6,51
2018-08-25,3131.29,3735.41,73672.58,11648.96,2845.88,68.24,70.55,1215.73,20,79,0,50
2018-08-26,3142.61,3747.3,73996.86,11628.83,2852.39,68.38,70.57,1213.37,3,21,0,47
2018-08-27,3154.21,3759.25,74339.2,11608.84,2858.23,68.87,69.76,1209,22,67,6,49
2018-08-28,3166.09,3771.25,74699.62,11589,2863.42,68.53,69.94,1207.4,42,104,6,53
2018-08-29,3178.24,3783.3,75078.1,11569.31,2867.94,69.51,70.54,1204.5,28,58,2,51
2018-08-30,3190.68,3795.41,75474.65,11549.76,2871.8,70.25,70.91,1197.7,36,74,1,50
2018-08-31,3203.39,3807.57,75889.27,11530.35,2875,69.8,71.4,1200.3,81,97,5,50
2018-09-01,3216.32,3819.72,76315.45,11511.21,2877.69,68.95,70.65,1198.99,9,89,2,49
2018-09-02,3229.21,3831.62,76727.14,11492.77,2880.44,68.99,70.66,1197.62,25.89,69.67,2.28,49
2018-09-03,3241.99,3843.19,77117.84,11475.16,2883.4,69.01,71,1195.84,8,94,0,45
2018-09-04,3254.67,3854.44,77487.54,11458.38,2886.57,69.87,71.07,1192.7,26,67,0,45
2018-09-05,3267.24,3865.37,77836.25,11442.42,2889.95,68.72,71.75,1194.9,14,53,2,44
2018-09-06,3279.71,3875.97,78163.97,11427.28,2893.54,67.77,71.89,1197.9,20,53,2,43
2018-09-07,3292.07,3886.25,78470.69,11412.96,2897.34,67.75,71.94,1193.6,24,79,2,43
2018-09-08,3304.33,3896.21,78756.42,11399.47,2901.35,69.05,70.73,1194.09,29,76,1,44
2018-09-09,3316.48,3905.85,79021.16,11386.81,2905.57,69.06,70.75,1191.85,24.26,70.47,2.05,43
2018-09-10,3328.53,3915.16,79264.9,11374.97,2910,67.54,72.1,1193,2,79,3,44
2018-09-11,3340.47,3924.15,79487.64,11363.95,2914.64,69.25,72.44,1195.4,30,59,1,44
2018-09-12,3352.31,3932.82,79689.39,11353.75,2919.49,70.37,72.99,1204.7,24,67,3,47
2018-09-13,3364.04,3941.17,79870.15,11344.38,2924.55,68.59,71.93,1202,24.67,71.22,2.33,49
2018-09-14,3375.67,3949.19,80029.92,11335.84,2929.81,68.99,72.03,1195,25,74,0,43
2018-09-15,3387.19,3956.89,80168.69,11328.12,2935.29,69.39,70.81,1195.32,17,53,5,48
2018-09-16,3398.6,3964.27,80286.46,11321.22,2940.98,69.51,70.82,1198.89,13,28,0,48
2018-09-17,3409.91,3971.32,80383.25,11315.15,2946.88,68.91,72.1,1199.7,16,48,3,45
2018-09-18,3421.12,3978.05,80459.04,11309.9,2952.98,69.85,72.53,1196.8,27,81,0,39
2018-09-19,3432.22,3984.46,80513.83,11305.47,2959.3,71.12,73.12,1202.2,22,47,0,37
2018-09-20,3443.21,3990.55,80547.63,11301.87,2965.83,70.8,72.35,1206.2,28,81,5,41
2018-09-21,3454.1,3996.32,80560.44,11299.09,2972.56,70.78,71.72,1196.2,31,50,12,48
2018-09-22,3464.89,4001.76,80552.25,11297.14,2979.51,70.92,70.87,1192.21,20,76,4,50
2018-09-23,3475.57,4006.88,80523.07,11296.01,2986.67,71.28,70.88,1194.72,20.89,64.72,2.39,50
2018-09-24,3486.14,4011.68,80472.89,11295.71,2994.03,72.08,72.23,1199.3,24,77,2,52
2018-09-25,3496.61,4016.15,80401.72,11296.23,3001.61,72.28,73.3,1200,27,80,2,54
2018-09-26,3506.97,4020.3,80309.56,11297.57,3009.39,71.57,73.09,1194,44,85,2,54
2018-09-27,3517.23,4024.13,80196.4,11299.74,3017.39,72.12,72.77,1182.3,35,65,2,54
2018-09-28,3527.38,4027.64,80062.25,11302.73,3025.59,73.25,72.95,1191.5,57,92,6,58
2018-09-29,3537.43,4030.82,79907.1,11306.54,3034,73.63,70.92,1191.69,82,116,1,58
2018-09-30,3547.37,4033.68,79730.96,11311.18,3042.63,73.97,70.93,1185.78,37,42,1,57
2018-10-01,3557,4036.14,79536.52,11316.1,3051.22,75.3,72.5,1187.1,31.06,67.83,2.72,56
2018-10-02,3565.49,4037.85,79334.54,11319.14,3058.78,75.23,73.75,1202.4,31.12,68.35,2.82,58
2018-10-03,3572.61,4038.74,79127.72,11319.75,3065.09,76.41,73.28,1198.3,6,76,3,58
2018-10-04,3578.38,4038.81,78916.06,11317.93,3070.13,74.33,73.85,1197.2,4,36,5,61
2018-10-05,3582.79,4038.05,78699.56,11313.68,3073.9,74.34,74.22,1201.2,16,90,1,62
2018-10-06,3585.85,4036.47,78478.21,11307.01,3076.41,74.88,70.96,1198.57,17,58,3,60
2018-10-07,3587.55,4034.07,78252.01,11297.91,3077.66,74.77,70.97,1189.57,29,70.59,3.06,63
2018-10-08,3587.89,4030.84,78020.98,11286.38,3077.64,74.29,73.76,1184.4,18,52,6,66
2018-10-09,3586.88,4026.79,77785.1,11272.42,3076.35,74.96,73.89,1187.2,17,53,0,66
2018-10-10,3584.51,4021.91,77544.38,11256.03,3073.8,73.17,74.55,1189.3,24,85,2,68
2018-10-11,3580.79,4016.22,77298.81,11237.22,3069.99,70.97,74.6,1223.5,23,58,3,66
2018-10-12,3575.71,4009.69,77048.4,11215.98,3064.91,71.34,74.16,1218.1,27,101,0,54
2018-10-13,3569.27,4002.35,76793.15,11192.32,3058.57,71.87,71,1215,27,48,1,51
2018-10-14,3561.48,3994.18,76533.06,11166.22,3050.96,71.19,71,1218.48,28.53,71.41,2.35,51
2018-10-15,3552.33,3985.18,76268.12,11137.7,3042.08,71.78,73.68,1226.4,31,54,2,51
2018-10-16,3541.83,3975.37,75998.34,11106.75,3031.95,71.92,74.08,1227.3,34,70,4,53
2018-10-17,3529.97,3964.73,75723.71,11073.37,3020.54,69.75,73.46,1223.7,35,61,6,57
2018-10-18,3516.75,3953.26,75444.25,11037.57,3007.88,68.65,73.92,1226.5,28.44,68.25,2.75,58
2018-10-19,3502.18,3940.97,75159.94,10999.33,2993.94,69.12,74.16,1225.3,26.53,66.67,2.53,54
2018-10-20,3486.25,3927.86,74870.78,10958.67,2978.75,68.78,71.02,1222.11,22.57,63.14,2.64,56
2018-10-21,3468.96,3913.93,74576.79,10915.58,2962.28,68.51,71.02,1217.13,21.46,64.77,2.77,58
2018-10-22,3450.32,3899.17,74277.95,10870.07,2944.56,69.17,73.46,1221.2,11,44,2,57
2018-10-23,3430.32,3883.58,73974.26,10822.13,2925.57,66.43,73.86,1233.4,18,68,1,55
2018-10-24,3408.97,3867.18,73665.74,10771.76,2905.31,66.82,73.22,1227.8,24,86,5,57
2018-10-25,3386.26,3849.95,73352.37,10718.96,2883.79,67.33,73.22,1229.1,17,40,1,53
2018-10-26,3362.19,3831.89,73034.16,10663.73,2861,67.59,73.22,1232.5,28,69,4,56
2018-10-27,3336.77,3813.02,72711.1,10606.08,2836.95,66.69,71.04,1229.76,18,58,1,54
2018-10-28,3309.99,3793.31,72383.2,10546,2811.64,66.33,71.04,1226.68,23.47,63.13,2.53,54
2018-10-29,3281.85,3772.79,72050.46,10483.49,2785.06,67.04,73.12,1224.5,26,99,6,54
2018-10-30,3252.36,3751.44,71712.88,10418.55,2757.21,66.18,73.59,1222.6,22,128,5,59
2018-10-31,3221.51,3729.27,71370.45,10351.19,2728.1,65.31,73.65,1212.3,61,150,1,58
2018-11-01,3189.54,3706.35,71021.37,10281.85,2698.02,63.69,74.07,1236,27.07,76.86,2.79,57
2018-11-02,3157.38,3683.03,70658.39,10212.33,2668.17,63.14,73.31,1230.9,20,104,1,58
2018-11-03,3125.25,3659.39,70279.71,10143.09,2638.84,63.64,71.05,1227.67,20,88,5,62
2018-11-04,3093.16,3635.42,69885.32,10074.13,2610.03,63.11,71.05,1230.09,9,22,1,61
2018-11-05,3061.11,3611.12,69475.22,10005.44,2581.74,63.1,72.9,1229.8,23,58,1,60
2018-11-06,3029.1,3586.5,69049.42,9937.02,2553.97,62.21,72.86,1223.8,6,27,0,56
2018-11-07,2996.99,3563.03,68608.04,9868.6,2527.32,61.67,73.23,1226.2,21.64,74.36,2.43,52
2018-11-08,2965.2,3536.29,68150.69,9801.01,2500,60.67,72.38,1222.9,21.64,74.36,2.43,52
2018-11-09,2933.3,3510.69,67677.77,9733.42,2473.79,60.19,72.9,1206.4,14,15,3,53
2018-11-10,2901.44,3484.77,67189.14,9666.11,2448.11,59.65,71.05,1198.38,21,26,10,60
2018-11-11,2869.63,3458.52,66684.81,9599.07,2422.95,59.05,71.05,1198.8,21.12,67.62,2.94,60
2018-11-12,2837.85,3431.96,66164.77,9532.3,2398.31,59.93,72.47,1201.3,14,37,2,60
2018-11-13,2806.11,3405.06,65629.02,9465.81,2374.19,55.69,73.18,1199.2,27,85,0,59
2018-11-14,2774.4,3377.84,65077.56,9399.6,2350.59,56.25,72.55,1207.9,15,30,7,61
2018-11-15,2742.74,3350.3,64510.4,9333.66,2327.52,56.46,72.4,1212.8,27,69,7,67
2018-11-16,2711.11,3322.43,63927.54,9268,2304.96,56.46,71.89,1220.8,17,55,3,66
2018-11-17,2679.53,3294.23,63328.96,9202.61,2282.93,55.46,71.04,1223.41,20,40,1,66
2018-11-18,2647.98,3265.71,62714.69,9137.49,2261.41,54.89,71.04,1222.56,21.38,64.56,3.31,67
2018-11-19,2616.47,3236.87,62084.7,9072.65,2240.42,56.76,71.78,1223.1,23,53,2,63
2018-11-20,2585,3207.7,61439.01,9008.09,2219.95,53.43,71.69,1219,26,71,1,59
2018-11-21,2553.57,3178.21,60777.61,8943.8,2200,54.63,71.42,1225.8,29,84,3,61
2018-11-22,2522.17,3148.39,60100.5,8879.79,2180.58,52.9,71.29,1223.13,30,91,0,58
2018-11-23,2490.82,3118.25,59407.69,8816.05,2161.67,50.42,70.83,1221,19,70,1,58
2018-11-24,2459.5,3087.78,58699.18,8752.59,2143.29,52.16,71.03,1223.29,24,53,0,53
2018-11-25,2428.22,3056.98,57974.95,8689.4,2125.42,51.87,71.03,1225.16,20.94,54,2.56,55
2018-11-26,2396.98,3025.87,57235.02,8626.49,2108.08,51.63,70.67,1220.2,16,40,3,57
2018-11-27,2365.78,2994.42,56479.39,8563.85,2091.26,51.56,70.81,1211.2,21,63,2,59
2018-11-28,2334.62,2962.66,55708.04,8501.49,2074.96,50.29,70.88,1221.4,33,75,3,59
2018-11-29,2303.5,2930.56,54920.99,8439.4,2059.18,51.45,70.6,1224.1,40,97,5,62
2018-11-30,2272.41,2898.15,54118.24,8377.59,2043.93,50.93,69.92,1220.2,79,104,4,63
2018-12-01,2241.82,2865.75,53309.99,8317.26,2029.32,51.46,71.02,1221.62,7,63,4,57
2018-12-02,2213.52,2834.77,52537.14,8263.25,2015.84,51.57,71.01,1228.26,25.94,65.56,2.67,57
2018-12-03,2187.98,2805.55,51809.89,8216.77,2003.63,52.95,69.76,1233.9,12,47,2,57
2018-12-04,2165.2,2778.1,51128.24,8177.82,1992.68,53.25,70.49,1241.1,21,53,0,57
2018-12-05,2145.16,2752.4,50492.2,8146.41,1982.99,52,70.63,1237.77,22,60,7,57
2018-12-06,2127.88,2728.47,49901.76,8122.52,1974.56,51.49,70.87,1238.1,28,68,1,51
2018-12-07,2113.35,2706.3,49356.93,8106.16,1967.39,52.61,70.75,1246.8,15,62,0,48
2018-12-08,2101.57,2685.89,48857.7,8097.33,1961.49,52.3,71,1248.85,30,47,2,49
2018-12-09,2092.55,2667.24,48404.08,8096.03,1956.84,52.32,70.99,1245.67,5,26,0,45
2018-12-10,2086.28,2650.35,47996.06,8102.26,1953.46,51,71.36,1243.7,29,40,0,43
2018-12-11,2082.76,2635.23,47633.65,8116.02,1951.33,51.65,72.73,1241.9,22,45,3,45
2018-12-12,2082,2621.87,47316.85,8137.31,1950.47,51.15,72.62,1244.4,19,56,3,45
2018-12-13,2083.98,2610.27,47045.64,8166.13,1950.87,52.58,72.15,1242.7,27,74,6,51
2018-12-14,2088.73,2600.43,46820.05,8202.49,1952.54,51.2,71.55,1237,24,55,1,51
2018-12-15,2096.22,2592.36,46640.06,8246.37,1955.46,50.26,70.97,1238.91,19,50,2,53
2018-12-16,2106.47,2586.04,46505.67,8297.78,1959.64,49.39,70.97,1242.74,24.68,59.21,2.53,53
2018-12-17,2119.47,2581.49,46416.89,8356.71,1965.09,49.88,71.91,1247.4,22,57,4,54
2018-12-18,2135.22,2578.7,46373.71,8423.18,1971.8,46.24,71.59,1249.2,29,42,6,58
2018-12-19,2153.72,2577.67,46376.14,8497.18,1979.77,47.2,70.57,1252.1,28,69,1,56
